Forage,for·age,verb,And you must be ready to abandon tired orthodoxies of the left and right and forage for good ideas across the political spectrum.,(of a person or animal) search widely for food or provisions,"hunt, scavenge, grub","<a href=""http://www.economist.com/news/leaders/21571136-politicians-both-right-and-left-could-learn-nordic-countries-next-supermodel"" target=""_blank"">""The next supermodel"" published in <i>The Economist</i></a>",— Feb 16th 2017 —,[sound:forage.mp3]
Mince,mince,verb,"President Barack Obama didn’t mince his words in a tweet on June 21st, the day after the Senate failed to pass four proposals...",Use polite or moderate expressions to indicate disapproval,,"<a href=""http://www.economist.com/blogs/democracyinamerica/2016/06/gun-control"" target=""_blank"">""Senators fail the American people (again)"" published in <i>The Economist</i></a>",— Feb 15th 2017 —,[sound:mince.mp3]
Extol,ex·tol,verb,"This is likely to become a media circus, with patient advocates likely to attend and extol the benefits of the treatments they received.",Praise enthusiastically,"go wild about, wax lyrical about","<a href=""http://www.economist.com/news/united-states/21701765-flourishing-unregulated-industry-expensive-experimental-treatments-dish-called"" target=""_blank"">""A dish called hope"" published in <i>The Economist</i></a>",— Feb 14th 2017 —,[sound:extol.mp3]
Tout,tout,verb,"Providers have focused on the home, touting products such as coffee pots that turn on when the alarm clock rings...","Attempt to sell (something), typically by pestering people in an aggressive manner","endorse, urge","<a href=""http://www.economist.com/news/business/21700380-connected-homes-will-take-longer-materialise-expected-where-smart"" target=""_blank"">""Where the smart is"" published in <i>The Economist</i></a>",— Feb 13th 2017 —,[sound:tout.mp3]
Pallid,pall·id,adjective,Its protagonists (played by the suitably pallid and slender Tom Hiddleston and Tilda Swinton) are named Adam and Eve.,"(of a person's face) pale, typically because of poor health","white, pasty, wan","<a href=""http://www.economist.com/blogs/prospero/2014/02/new-film-only-lovers-left-alive"" target=""_blank"">""Nonfatal attraction"" published in <i>The Economist</i></a>",— Feb 12th 2017 —,[sound:pallid.mp3]
Falter,fal·ter,verb,"His early steps were faltering, and a frailer soul might have been daunted by his mentors’ fate...",Move unsteadily or in a way that shows lack of confidence,"stumble, fumble","<a href=""http://www.economist.com/news/obituary/21711604-astronaut-and-politician-was-95-obituary-john-glenn-died-december-8th"" target=""_blank"">""Obituary: John Glenn died on December 8th"" published in <i>The Economist</i></a>",— Feb 11th 2017 —,[sound:falter.mp3]
Mar,mar,verb,"These oversights mar an otherwise engaging and interesting account, but perhaps it is natural that a history of space should have a few gaping holes.",Impair the quality or appearance of,"spoil, ruin, damage","<a href=""http://www.economist.com/news/books-and-arts/21710238-apparent-void-contains-sea-particles-popping-and-out-existence-uncanny"" target=""_blank"">""The uncanny physics of empty space"" published in <i>The Economist</i></a>",— Feb 10th 2017 —,[sound:mar.mp3]
Abreast,a·breast,adjective,These daily updates were designed to help readers keep abreast of the markets...,"Up to date with the latest news, ideas, or information","in touch with, plugged into","<a href=""http://www.economist.com/blogs/graphicdetail/2016/03/daily-dispatches"" target=""_blank"">""China’s market mess"" published in <i>The Economist</i></a>",— Feb 9th 2017 —,[sound:abreast.mp3]
Larceny,lar·cen·y,noun,"But there are still no checks and balances on its exercise, as the larceny of governors illustrates.",Theft of personal property,"stealing, robbery, pilfering","<a href=""http://www.economist.com/news/americas/21710839-pi-ata-politics-unfriendly-neighbour-mexico-needs-strengthen-itself"" target=""_blank"">""With an unfriendly neighbour, Mexico needs to strengthen itself"" published in <i>The Economist</i></a>",— Feb 8th 2017 —,[sound:larceny.mp3]
Faction,fac·tion,noun,One particular separatist faction is now widely accepted to have been responsible for a string of small bombs which detonated in August...,"A small, organized, dissenting group within a larger one, especially in politics","contingent, section, sector","<a href=""http://www.economist.com/news/asia/21708739-thailands-turbulent-politics-just-became-more-complicated-death-thai-king-throws"" target=""_blank"">""The death of the Thai king throws the country into turmoil"" published in <i>The Economist</i></a>",— Feb 7th 2017 —,[sound:faction.mp3]
Upbraid,up·braid,verb,In the past its neighbours isolated and upbraided Austria for its flirtations with nationalist extremism...,Find fault with (someone),"scold, reprimand, rebuke","<a href=""http://www.economist.com/blogs/economist-explains/2016/12/economist-explains-0"" target=""_blank"">""Why Austria’s presidential election matters"" published in <i>The Economist</i></a>",— Feb 6th 2017 —,[sound:upbraid.mp3]
Deign,deign,verb,"If the Senate deigns to consider and confirm a nominee, do not expect changes overnight.",Do something that one considers to be beneath one's dignity,come down from one's high horse,"<a href=""http://www.economist.com/blogs/economist-explains/2016/11/economist-explains-american-policy"" target=""_blank"">""How the election will shape the Supreme Court"" published in <i>The Economist</i></a>",— Feb 5th 2017 —,[sound:deign.mp3]
Loll,loll,verb,The pair loll on a green hillside at Murnau south of Munich where Münter had bought a house.,"Sit, lie, or stand in a lazy, relaxed way","lounge, sprawl, drape oneself","<a href=""http://www.economist.com/news/books-and-arts/21578368-reopened-lenbachhaus-munich-certainly-worth-detour-eye-music"" target=""_blank"">""Eye music"" published in <i>The Economist</i></a>",— Feb 4th 2017 —,[sound:loll.mp3]
Confound,con·found,verb,"Yet in another sense, the Fed has confounded predictions—at least, those it made itself.","Prove (a theory, expectation, or prediction) wrong"," contradict, counter, go against","<a href=""http://www.economist.com/news/finance-and-economics/21711323-first-time-years-central-banks-forecasts-monetary-policy-look"" target=""_blank"">""The Federal Reserve prepares to raise interest rates again"" published in <i>The Economist</i></a>",— Feb 3rd 2017 —,[sound:confound.mp3]
Verdant,ver·dant,adjective,"The Holey Artisan Bakery... overlooking a placid lake in Dhaka, was a foodie’s labour of love in a verdant corner of the chaotic capital.",(of countryside) green with grass or other rich vegetation,"leafy, grassy, lush","<a href=""http://www.economist.com/news/asia/21701610-jihadist-attack-restaurant-popular-foreigners-may-force-government-change-its"" target=""_blank"">""The new terrorism in Bangladesh"" published in <i>The Economist</i></a>",— Feb 2nd 2017 —,[sound:verdant.mp3]
Indolence,in·do·lence,noun,The indolence of a society brought up to expect that oil riches will be lavished upon them is another large hurdle.,Avoidance of activity or exertion,"laziness, idleness, slothfulness","<a href=""http://www.economist.com/news/middle-east-and-africa/21697673-bold-promises-bold-young-prince-they-will-be-hard-keep-saudi-arabias"" target=""_blank"">""Saudi Arabia’s post-oil future"" published in <i>The Economist</i></a>",— Feb 1st 2017 —,[sound:indolence.mp3]
Libertine,li·ber·tine,adjective,"There are aunts for every worldview, from libertine to puritan and from reactionary to radical.",A person who rejects accepted opinions in matters of religion,"freethinker, hedonist, profligate","<a href=""http://www.economist.com/news/christmas-specials/21683985-understand-how-societies-evolveread-problem-pages-whatever-should-i-do"" target=""_blank"">""Whatever should I do?"" published in <i>The Economist</i></a>",— Jan 31st 2017 —,[sound:libertine.mp3]
Winsome,win·some,adjective,"By the time Mr Pattinson came along as the winsome vampire in “Twilight”, the teenage rebels were starting the movie already dead.",Attractive or appealing in appearance or character,"engaging, charming, winning","<a href=""http://www.economist.com/blogs/prospero/2015/09/moody-new-star-shoot"" target=""_blank"">""James Dean, death-cult idol"" published in <i>The Economist</i></a>",— Jan 30th 2017 —,[sound:winsome.mp3]
Diffuse,diff·use,adjective,"The political economy of trade is treacherous: its benefits, though substantial, are diffuse...",Spread out over a large area,"scattered, dispersed, not concentrated","<a href=""http://www.economist.com/news/finance-and-economics/21701501-economists-who-foresaw-backlash-against-globalisation-consensus"" target=""_blank"">""The consensus crumbles"" published in <i>The Economist</i></a>",— Jan 29th 2017 —,[sound:diffuse.mp3]
Incubus,in·cu·bus,noun,"The Japanese people, freed of the incubus of a war industry which by 1938 was absorbing 61 per cent of their national income, have a chance of recovering...",A cause of distress or anxiety,,"<a href=""http://www.economist.com/news/asia/21660628-our-coverage-japans-surrender-august-1945-victory-east"" target=""_blank"">""Victory in the East"" published in <i>The Economist</i></a>",— Jan 28th 2017 —,[sound:incubus.mp3]
Limpid,lim·pid,adjective,"Unlike many writers of Spanish, he preferred short, simple sentences, and they gave his writing a limpid intensity.",(especially of writing or music) clear and accessible or melodious,"lucid, plain, understandable","<a href=""http://www.economist.com/blogs/americasview/2014/04/gabriel-garc-m-rquez"" target=""_blank"">""Poet of a magical Latin American world"" published in <i>The Economist</i></a>",— Jan 27th 2017 —,[sound:limpid.mp3]
Jettison,jett·i·son,verb,"In effect, the party’s hallowed notion of 'collective' leadership has been jettisoned.",Abandon or discard (someone or something that is no longer wanted),"dump, drop, ditch","<a href=""http://www.economist.com/news/christmas/21712206-news-and-themes-sum-up-year-economists-editors-pick-ten-covers"" target=""_blank"">""The Economist’s editors pick the ten covers that define 2016"" published in <i>The Economist</i></a>",— Jan 26th 2017 —,[sound:jettison.mp3]
Demur,de·mur,verb,Mr Sasse demurs. He does not want less fighting between the left and right. He wants more “meaningful fighting” about issues of substance.,Raise doubts or objections or show reluctance,"object, take exception, take issue","<a href=""http://www.economist.com/news/united-states/21697246-junior-senator-nebraska-thinks-both-parties-are-breaking-apart-ben-heard"" target=""_blank"">""Ben Heard"" published in <i>The Economist</i></a>",— Jan 25th 2017 —,[sound:demur.mp3]
Incise,in·cise,verb,This 12th-century incense burner is incised with calligraphy that identifies its maker and first owner.,Mark or decorate (an object or surface) with a cut or a series of cuts,"engrave, etch, carve","<a href=""http://www.economist.com/node/21534757"" target=""_blank"">""Centuries of glory"" published in <i>The Economist</i></a>",— Jan 24th 2017 —,[sound:incise.mp3]
Blowhard,blow·hard,noun,His name conjured up associations such as ‘arrogant’ and ‘blowhard’ ...,A person who blusters and boasts in an unpleasant way,"boaster, bragger, show-off","<a href=""http://www.economist.com/news/briefing/21663242-republican-party-regularly-sees-insurgents-its-primaries-self-funding-one-who-seems"" target=""_blank"">""The art of the demagogue"" published in <i>The Economist</i></a>",— Jan 23rd 2017 —,[sound:blowhard.mp3]
Quack,quack,noun,"That can cause malnutrition and eating disorders—and supports a vast, quack-ridden diet industry.",A person who dishonestly claims to have special knowledge in some field,"swindler, charlatan, fraud","<a href=""http://www.economist.com/blogs/prospero/2016/07/language-and-thought"" target=""_blank"">""Declare war on misleading metaphors"" published in <i>The Economist</i></a>",— Jan 22nd 2017 —,[sound:quack.mp3]
Anodyne,an·o·dyne,adjective,"The 'control' group was asked a series of anodyne questions—for instance, how many hours of television they watched each week.",Not likely to provoke dissent or offense,"bland, inoffensive, innocuous","<a href=""http://www.economist.com/news/finance-and-economics/21633882-talking-about-their-work-makes-bankers-more-dishonest-lying-cheating-bankers"" target=""_blank"">""Lying, cheating bankers"" published in <i>The Economist</i></a>",— Jan 21st 2017 —,[sound:anodyne.mp3]
Dirge,dirge,noun,"At the end, the characters chant a funereal dirge—accompanied by a solitary drum—signalling an inability to escape their collective fate.","A lament for the dead, especially one forming part of a funeral rite","elegy, lament, funeral chant","<a href=""http://www.economist.com/blogs/prospero/2016/05/composing-theatre"" target=""_blank"">""What drew Philip Glass into “The Crucible”"" published in <i>The Economist</i></a>",— Jan 20th 2017 —,[sound:dirge.mp3]
Impute,im·pute,verb,"But I hesitate before such minced words, which carry with them the tinge of condescension and impute a certain degree of obliviousness to the playwright.","Represent (something undesirable) as being done, caused, or possessed by someone","attribute, ascribe, assign","<a href=""http://www.economist.com/blogs/prospero/2012/01/new-theatre-seminar"" target=""_blank"">""Sex and gender on Broadway"" published in <i>The Economist</i></a>",— Jan 19th 2017 —,[sound:impute.mp3]
Accession,ac·cess·ion,verb,"China had expected to win the status of a market economy in December, 15 years after its accession to the World Trade Organization...",The action or process of formally joining an association or institution,"joining, signing up, enrollment","<a href=""http://www.economist.com/news/leaders/21712139-risks-lurk-outside-chinas-borders-and-within-it-obsession-stable-growth-leads"" target=""_blank"">""An obsession with stable growth leads to vulnerabilities in China"" published in <i>The Economist</i></a>",— Jan 18th 2017 —,[sound:accession.mp3]
Foment,fo·ment,verb,"This being America, there are plenty of businesspeople around to monetise the fury—to foment it, manipulate it and spin it into profits.",Instigate or stir up (an undesirable or violent sentiment or course of action),"incite, provoke, agitate","<a href=""http://www.economist.com/news/business/21708718-some-americans-are-getting-rich-pushing-politics-extremes-business-outrage"" target=""_blank"">""The business of outrage"" published in <i>The Economist</i></a>",— Jan 17th 2017 —,[sound:foment.mp3]
Burnish,burn·ish,verb,The firm may need to burnish its reputation further...,Enhance or perfect (something such as a reputation or a skill),"polish, shine, brighten","<a href=""http://www.economist.com/news/business/21708716-unlikely-choice-apples-new-app-academy-could-boost-italys-south-made-men"" target=""_blank"">""Made men"" published in <i>The Economist</i></a>",— Jan 16th 2017 —,[sound:burnish.mp3]
Eschew,es·chew,verb,Surveys show that millennial consumers are eschewing 'stuff' in favour of experiential gifts like travel and entertainment.,Deliberately avoid using,"abstain from, refrain from, give up","<a href=""http://www.economist.com/blogs/graphicdetail/2016/12/daily-chart-4"" target=""_blank"">""Holiday shoppers are not spending like they used to"" published in <i>The Economist</i></a>",— Jan 15th 2017 —,[sound:eschew.mp3]
Abrade,a·brade,verb,Silver nanoparticles... interfere with bacterial replication and the tiniest specks physically abrade and disrupt membrane walls.,Scrape or wear away by friction or erosion,"wear down, erode","<a href=""http://www.economist.com/news/technology-quarterly/21603236-water-particles-could-provide-powerful-airborne-shield-against-nasty-bacteria"" target=""_blank"">""A new bug killer"" published in <i>The Economist</i></a>",— Jan 14th 2017 —,[sound:abrade.mp3]
Convoke,con·voke,verb,Now he will ask congress to convoke a plebiscite on October 2nd to seek voters’ approval.,Call together or summon (an assembly or meeting),"convene, summon, order","<a href=""http://www.economist.com/news/americas/21705851-chance-become-normal-country-unlearning-war"" target=""_blank"">""Unlearning war"" published in <i>The Economist</i></a>",— Jan 13th 2017 —,[sound:convoke.mp3]
Fervid,fer·vid,adjective,"Mr Walesa’s most fervid opponents are not aging apparatchiks, but other men who battled communism, some of whom are now in power.","Intensely enthusiastic or passionate, especially to an excessive degree","impassioned, intense, vehement","<a href=""http://www.economist.com/news/europe/21693499-conservatives-and-liberals-are-still-struggling-over-meaning-polands-post-communist"" target=""_blank"">""Espionage charges show how bitter Poland’s politics remains"" published in <i>The Economist</i></a>",— Jan 12th 2017 —,[sound:fervid.mp3]
Abeyance,a·bey·ance,noun,"With the euro crisis in abeyance, high oil prices have become the latest source of worry for the world economy.",A state of temporary disuse or suspension,"suspense, remission, reserve","<a href=""http://www.economist.com/node/21549949"" target=""_blank"">""The new grease?"" published in <i>The Economist</i></a>",— Jan 11th 2017 —,[sound:abeyance.mp3]
Occlude,oc·clude,verb,"Mars will be as far away as 370m kilometres in 2013, and occluded for two weeks by the sun to boot...","Stop, close up, or obstruct","block, cover, shut in","<a href=""http://www.economist.com/blogs/babbage/2012/08/sending-messages-mars"" target=""_blank"">""Interplanetary broadband"" published in <i>The Economist</i></a>",— Jan 10th 2017 —,[sound:occlude.mp3]
Nascent,na·scent,adjective,Weakening the legislature in a nascent democracy will not fix corruption by itself.,Just coming into existence and beginning to display signs of future potential,"emerging, beginning, dawning","<a href=""http://www.economist.com/blogs/economist-explains/2016/05/economist-explains-21"" target=""_blank"">""Why politicians are granted immunity from prosecution"" published in <i>The Economist</i></a>",— Jan 9th 2017 —,[sound:nascent.mp3]
Temperate,tem•per•ate,adjective,"It can remain temperate in such a close orbit only because Proxima is a red dwarf, and thus much cooler than the sun.",Relating to or denoting a region or climate characterized by mild temperatures,"mild, clement, pleasant","<a href=""http://www.economist.com/news/science-and-technology/21705659-earth-sized-planet-has-been-discovered-propitious-orbit-around-nearby"" target=""_blank"">""Proximate goals"" published in <i>The Economist</i></a>",— Jan 6th 2017 —,[sound:temperate.mp3]
Turgid,tur•gid,adjective,It promotes a cult of personality around Mr Baghdadi. It churns out turgid propaganda about repaired bridges and newly opened schools.,(of language or style) tediously pompous or bombastic,"overblown, inflated, grandiose","<a href=""http://www.economist.com/news/briefing/21678847-islamic-state-may-be-lashing-out-abroad-because-it-has-been-weakened-nearer-home-it-will"" target=""_blank"">""Fighting near and far"" published in <i>The Economist</i></a>",— Jan 4th 2017 —,[sound:turgid.mp3]
Urbane,ur•bane,adjective,"Beneath its urbane surface all Mr Hough’s music is, in one way or another, a crusade.","(Of a person, especially a man) courteous and refined in manner","suave, sophisticated, debonair","<a href=""http://www.economist.com/news/books-and-arts/21703355-why-stephen-hough-more-and-more-demand-hes-piano-man"" target=""_blank"">""He’s the piano man"" published in <i>The Economist</i></a>",— Jan 2nd 2017 —,[sound:urbane.mp3]
Elucidate,el•u•ci•date,verb,One was from almost 600 people who had completed... a questionnaire intended to elucidate the different tendencies of people to engage in sexual relationships without a deep emotional commitment.,Make (something) clear,"explain, make plain, illuminate","<a href=""http://www.economist.com/news/science-and-technology/21642000-promiscuity-and-fidelity-seem-be-specific-biological-adaptations-their"" target=""_blank"">""Cads and dads"" published in <i>The Economist</i></a>",— Jan 1st 2017 —,[sound:elucidate.mp3]
Verbose,ver•bose,adjective,"But in recent years they have become particularly verbose, bombarding consumers with any small detail that might enhance the brand.",Using or expressed in more words than are needed,"wordy, loquacious, long-winded","<a href=""http://www.economist.com/news/business/21678216-authenticity-being-peddled-cure-drooping-brands-its-real-thing"" target=""_blank"">""It’s the real thing"" published in <i>The Economist</i></a>",— Dec 31st 2016 —,[sound:verbose.mp3]
Facetious,fa•ce•tious,adjective,"'More disturbing,' says Mr Hart, I didn't note that his column was facetious. In tone, it was indeed, and I should have noted that.",Treating serious issues with deliberately inappropriate humor,"flippant, glib, tongue-in-cheek","<a href=""http://www.economist.com/blogs/johnson/2011/08/word-origins-and-meaning"" target=""_blank"">""The etymological fallacy"" published in <i>The Economist</i></a>",— Dec 30th 2016 —,[sound:facetious.mp3]
Vapid,va•pid,adjective,Mr Silver delighted in savaging commentators who relied on vapid clichés like 'momentum shifts' and 'game-changers.',Offering nothing that is stimulating or challenging; bland,"insipid, uninspired, uninteresting","<a href=""http://www.economist.com/news/books-and-arts/21693910-2016-campaign-putting-most-influential-political-science-book-recent-memory"" target=""_blank"">""Pushback"" published in <i>The Economist</i></a>",— Dec 29th 2016 —,[sound:vapid.mp3]
Whet,whet,verb,But sham democracy often whets people’s appetite for the real thing.,"Excite or stimulate (someone's desire, interest, or appetite)","arouse, rouse, trigger","<a href=""http://www.economist.com/news/international/21679178-how-make-most-difficult-political-transition-alland-how-not-slip-back"" target=""_blank"">""The road less travelled"" published in <i>The Economist</i></a>",— Dec 28th 2016 —,[sound:whet.mp3]
Grovel,grov•el,verb,She writes...in the knowledge that some of these lovers will snoop into her diary to see what she's written. ('Does she get a kick out of my groveling in the last two years?),Act in an obsequious manner in order to obtain someone's forgiveness or favor,"be servile, suck up, flatter","<a href=""http://www.economist.com/blogs/prospero/2012/06/susan-sontags-diaries"" target=""_blank"">""When she was good"" published in <i>The Economist</i></a>",— Dec 27th 2016 —,[sound:grovel.mp3]
Zeal,zeal,noun,But it was his zeal in amassing land by borrowing heavily that gave him his edge—and ultimately brought him down.,Great energy or enthusiasm in pursuit of a cause or an objective,"passion, zealousness, fervor","<a href=""http://www.economist.com/news/business/21693951-aubrey-mcclendon-dies-car-crash-day-after-federal-indictment-gambler-shale"" target=""_blank"">""A gambler on shale"" published in <i>The Economist</i></a>",— Dec 26th 2016 —,[sound:zeal.mp3]
Impetuous,im•pet•u•ous,adjective,"The report holds many lessons, including for this newspaper, which supported the invasion of Iraq: about the danger of impetuous decision-making...",Acting or done quickly and without thought or care,"impulsive, rash, hasty","<a href=""http://www.economist.com/news/leaders/21701774-foreign-policy-calamity-laid-bare-providing-valuable-lessonsand-one-red-herring"" target=""_blank"">""The dangerous chill of Chilcot"" published in <i>The Economist</i></a>",— Dec 24th 2016 —,[sound:impetuous.mp3]
Ersatz,er·satz,adjective,"As any computer scientist will tell you, creating an ersatz version of something in software is inevitably less precise and more computationally costly than simply making use of the thing itself.","(Of a product) used as a substitute, typically an inferior one, for something else","artificial, substitute, imitation","<a href=""http://www.economist.com/news/science-and-technology/21703301-narrowing-gap-between-biological-brains-and-electronic-ones-youu2019ve-got"" target=""_blank"">""You’ve got a nerve"" published in <i>The Economist</i></a>",— Dec 23rd 2016 —,[sound:ersatz.mp3]
Homage,hom•age,noun,"Over the past year, numerous young directors have been paying gushing homage to the movies which enchanted them in their youth.",Special honour or respect shown publicly,"tribute, acknowledgement, admiration","<a href=""http://www.economist.com/blogs/prospero/2016/01/cinematic-nostalgia"" target=""_blank"">""""Creed"" is the latest round of films paying homage to directors' childhood classics"" published in <i>The Economist</i></a>",— Dec 22nd 2016 —,[sound:homage.mp3]
Endemic,en·dem·ic,adjective,"One of the mysteries of epidemiology is why Asia does not suffer from yellow fever. The disease is endemic in Africa, the continent where it evolved.",(Of a disease or condition) regularly found among particular people or in a certain area,"local, regional","<a href=""http://www.economist.com/news/leaders/21698649-africa-grip-one-worst-outbreaks-yellow-fever-30-years-wider-disaster"" target=""_blank"">""A preventable tragedy"" published in <i>The Economist</i></a>",— Dec 21st 2016 —,[sound:endemic.mp3]
Philistine,phil•is•tine,noun,"By choosing such an unimpeachably serious and artistic project as its first film production, the company has made anyone who grumbles seem like a philistine.",A person who is hostile or indifferent to culture and the arts,"oaf, anti-intellectual, boor","<a href=""http://www.economist.com/blogs/prospero/2015/09/film-beasts-no-nation"" target=""_blank"">""Netflix's first theatrical release deserves to be watched at the cinema"" published in <i>The Economist</i></a>",— Dec 20th 2016 —,[sound:philistine.mp3]
Diatribe,di·a·tribe,noun,CNN and other outlets were wrong to turn one disgruntled passenger’s Facebook diatribe into headline news.,A forceful and bitter verbal attack against someone or something,"tirade, harangue, onslaught","<a href=""http://www.economist.com/blogs/gulliver/2015/06/passenger-complaints"" target=""_blank"">""One can of worms, please. Unopened"" published in <i>The Economist</i></a>",— Dec 19th 2016 —,[sound:diatribe.mp3]
Vilify,vil·i·fy,verb,"Its publications and social-media accounts, however, have vilified Turkey ever since the country decided last year to open its airbases to coalition jets...",Speak or write about in an abusively disparaging manner,"disparage, denigrate, defame","<a href=""http://www.economist.com/news/europe/21701517-turkeys-friendly-turn-foreign-policy-punctured-another-bombing-soft-target"" target=""_blank"">""Soft target"" published in <i>The Economist</i></a>",— Dec 18th 2016 —,[sound:vilify.mp3]
Pastiche,pas•tiche,noun,"Both enjoyed producing small articles and pastiches, she for the college magazine, he for avant-garde publications...",An artistic work consisting of a medley of pieces taken from various sources,"mixture, blend, medley","<a href=""http://www.economist.com/news/obituary/21693524-two-unexpected-literary-celebrities-who-reacted-fame-startlingly-different-ways-harper-lee"" target=""_blank"">""The finger of fame"" published in <i>The Economist</i></a>",— Dec 17th 2016 —,[sound:pastiche.mp3]
Ambivalent,am·biv·a·lent,adjective,The first was a chronic lack of focus. Right from the start Yahoo was ambivalent about whether it should be a media or a technology company.,Having mixed feelings or contradictory ideas about something or someone,"equivocal, uncertain, unsure","<a href=""http://www.economist.com/news/leaders/21702752-yahoo-no-longer-independent-company-its-failure-had-many-fathers-dotcom-hero-zero"" target=""_blank"">""From dotcom hero to zero"" published in <i>The Economist</i></a>",— Dec 16th 2016 —,[sound:ambivalent.mp3]
Catharsis,ca·thar·sis,noun,"...Robin Hanbury-Tenison, another British explorer, who is president of Survival International, calls 'the gosh factor'—that rush of amazement and catharsis when a pinnacle is reached or a mad exploit in some jungle or desert achieved...",The process of releasing and providing relief from strong or repressed emotions,"emotional release, relief","<a href=""http://www.economist.com/news/international/21684786-glory-seeking-adventurer-old-giving-way-explorers-who-want-understand"" target=""_blank"">""A new age of discovery"" published in <i>The Economist</i></a>",— Dec 15th 2016 —,[sound:catharsis.mp3]
Oblique,ob•lique,adjective,"'Fire at Sea' has been praised for offering an oblique, poetic alternative to a more conventional campaigning documentary...",Not explicit or direct in addressing a point,"indirect, inexplicit, roundabout","<a href=""http://www.economist.com/blogs/prospero/2016/06/documentary-film"" target=""_blank"">""The odd, award-winning migration movie 'Fire at Sea'"" published in <i>The Economist</i></a>",— Dec 14th 2016 —,[sound:oblique.mp3]
Egress,e·gress,noun,The government must 'protect passenger safety by mandating minimum seat pitch standards to preclude ingress/egress and health issues.',The action of going out of or leaving a place,"departure, exit, withdrawal","<a href=""http://www.economist.com/blogs/gulliver/2015/09/airline-seats-1"" target=""_blank"">""A passenger revolt against squashed legroom"" published in <i>The Economist</i></a>",— Dec 13th 2016 —,[sound:egress.mp3]
Abjure,ab·jure,verb,"Since 1986 he has been asking candidates for public office to sign his Taxpayer Protection Pledge, in which they abjure tax increases of any sort for ever.","Solemnly renounce (a belief, cause, or claim)","relinquish, reject, disavow","<a href=""http://www.economist.com/news/united-states/21567076-he-has-taken-few-blows-grover-norquists-anti-tax-crusade-rolls-its-not-over"" target=""_blank"">""It’s not over for Grover"" published in <i>The Economist</i></a>",— Dec 12th 2016 —,[sound:abjure.mp3]
Sardonic,sar•don•ic,adjective,"Ms Jefferson, it must be said, is a master of the arched-eyebrow, sardonic quip.",Grimly mocking or cynical,"satirical, sarcastic, ironic","<a href=""http://www.economist.com/news/books-and-arts/21703354-growing-up-upper-class-african-america-world-apart"" target=""_blank"">""A world apart"" published in <i>The Economist</i></a>",— Dec 11th 2016 —,[sound:sardonic.mp3]
Morose,mor•ose,adjective,"Mr Macron’s can-do political energy stands out in morose France, home to 10% unemployment and growth last year of just 1.1%.",Sullen and ill-tempered,"sullen, sulky, gloomy","<a href=""http://www.economist.com/news/europe/21690048-manuel-valls-was-iconoclast-left-then-came-emmanuel-macron-beardless-youth"" target=""_blank"">""Beardless youth"" published in <i>The Economist</i></a>",— Dec 10th 2016 —,[sound:morose.mp3]
Myopic,my•op•ic,adjective,"They are also myopic, judging politicians’ economic management on the basis of only the very recent past.",Nearsighted,"short-sighted, insular, small-minded","<a href=""http://www.economist.com/news/finance-and-economics/21701757-it-surprisingly-hard-draw-clear-conclusions-about-voters-intentions"" target=""_blank"">""X marks the knot"" published in <i>The Economist</i></a>",— Dec 10th 2016 —,[sound:myopic.mp3]
Foible,foi·ble,noun,"The elder Bongo had a gift for politics as outsized as his personality (among other foibles, he liked to show off his pet tiger to guests).",A minor weakness or eccentricity in someone’s character,"idiosyncrasy, eccentricity, peculiarity","<a href=""http://www.economist.com/news/middle-east-and-africa/21703289-one-african-countrys-struggle-diversify-trying-get-past-oil"" target=""_blank"">""Trying to get past oil"" published in <i>The Economist</i></a>",— Dec 9th 2016 —,[sound:foible.mp3]
Cacophony,ca·coph·o·ny,noun,"In 1957 New York’s subway contained a haphazard mishmash of fonts, both serif and sans, and a typographic designer, sick of the visual cacophony, submitted a brief to the New York City Transit Authority...","A harsh, discordant mixture of sounds","racket, noise, clamor","<a href=""http://www.economist.com/blogs/prospero/2016/06/design"" target=""_blank"">""Fonts and cities: a love story"" published in <i>The Economist</i></a>",— Dec 8th 2016 —,[sound:cacophony.mp3]
Acolyte,ac·o·lyte,noun,"Critics refer to a ‘cult’ of ‘acolytes’ around a ‘Great Leader’, unwilling to challenge him or engage seriously with the work of non-Chomskyan scholars.",A person assisting the celebrant in a religious service or procession,"assistant, helper, follower","<a href=""http://www.economist.com/news/books-and-arts/21695371-theories-worlds-best-known-linguist-have-become-rather-weird-noam-chomsky"" target=""_blank"">""Noam Chomsky"" published in <i>The Economist</i></a>",— Dec 7th 2016 —,[sound:acolyte.mp3]
Impasse,im·passe,noun,The Catalan impasse is part of a wider Spanish gridlock. Elections on December 20th splintered the political landscape.,"A situation in which no progress is possible, especially because of disagreement","deadlock, dead end, stalemate","<a href=""http://www.economist.com/news/europe/21684827-fissiparous-electorate-makes-difficult-coalition-negotiations-chore-spanish"" target=""_blank"">""The chore of the Spanish succession"" published in <i>The Economist</i></a>",— Dec 6th 2016 —,[sound:impasse.mp3]
